ID,tsne   dim 1,tsne dim 2,Cluster
SRR11605054.5675,13.805052,-12.9613085,12
SRR11605054.5676,18.176188,9.803369,12
SRR11605054.5677,18.231434,7.573999,12
SRR11605054.5678,13.95583,-12.766279,12
SRR11605054.5679,17.773195,9.407438,12
SRR11605054.5680,-0.17789215,-22.005856,-1
SRR11605054.5681,-12.715653,21.899134,1
SRR11605054.5682,-12.882584,22.201117,1
SRR11605054.5683,11.6514635,14.653658,-1
SRR11605054.5684,-5.1424193,-4.0595427,3
SRR11605054.5685,18.788752,9.012897,12
SRR11605054.5686,18.788752,9.012897,12
SRR11605054.5687,13.958915,-12.769615,12
SRR11605054.5688,5.5521746,-9.979295,-1
SRR11605054.5689,-16.552126,28.475967,1
SRR11605054.5690,-7.536805,-13.691301,9
SRR11605054.5691,17.987234,-4.2903614,12
SRR11605054.5692,-14.526128,27.133204,1
SRR11605054.5693,13.608432,-12.377342,12
SRR11605054.5694,-0.9845905,-3.1120596,3
SRR11605054.5695,-9.409128,14.891733,0
SRR11605054.5696,21.576311,16.62065,11
SRR11605054.5697,-21.402561,-1.468865,-1
SRR11605054.5698,7.712982,-2.09216,-1
SRR11605054.5699,-8.465113,-23.030594,6
SRR11605054.5700,13.79231,-12.974437,12
SRR11605054.5701,13.617109,-12.382692,12
SRR11605054.5702,-3.490465,-6.5905185,3
SRR11605054.5703,11.651456,14.6536665,-1
SRR11605054.5704,-11.955802,28.238518,1
SRR11605054.5705,11.15564,8.829184,-1
SRR11605054.5706,-8.546217,-1.3390294,3
SRR11605054.5707,-12.554993,21.199965,1
SRR11605054.5708,-19.338041,-19.044712,7
SRR11605054.5709,-18.977568,-18.827316,7
SRR11605054.5710,18.371275,3.7726564,12
SRR11605054.5711,5.6579776,-9.682033,-1
SRR11605054.5712,5.657981,-9.6820345,-1
SRR11605054.5713,-24.806555,3.7526817,4
SRR11605054.5714,-11.288848,24.920404,1
SRR11605054.5715,13.612363,-12.379707,12
SRR11605054.5716,15.2410965,18.699163,-1
SRR11605054.5717,7.712982,-2.09216,-1
SRR11605054.5718,-20.05536,-0.9459345,5
SRR11605054.5719,-16.994396,-3.5664787,5
SRR11605054.5720,-19.016422,-22.21628,7
SRR11605054.5721,19.16053,-9.549712,12
SRR11605054.5722,17.918028,8.8154125,12
SRR11605054.5723,-3.485301,-22.368126,-1
SRR11605054.5724,13.791079,-12.977568,12
SRR11605054.5725,-4.7132096,-8.304986,-1
SRR11605054.5726,-13.135444,29.649046,1
SRR11605054.5727,17.508862,9.027923,12
SRR11605054.5728,-1.9187626,7.274129,-1
SRR11605054.5729,13.60728,-12.375576,12
SRR11605054.5730,6.508865,-6.1387296,-1
SRR11605054.5731,20.35193,18.428753,11
SRR11605054.5732,10.037482,1.6379681,-1
SRR11605054.5733,-23.804346,3.1621473,4
SRR11605054.5734,8.501899,19.77403,8
SRR11605054.5735,18.230669,10.222564,12
SRR11605054.5736,-5.4858108,-14.114934,9
SRR11605054.5737,17.592314,11.191626,12
SRR11605054.5738,-19.015478,-22.21543,7
SRR11605054.5739,-3.2606547,14.872064,-1
SRR11605054.5740,15.635278,1.6428403,12
SRR11605054.5741,-5.4892664,-14.143238,9
SRR11605054.5742,13.611355,-12.378453,12
SRR11605054.5743,-10.467953,-11.401287,9
SRR11605054.5744,-16.994396,-3.5664787,5
SRR11605054.5745,-14.697439,29.181965,1
SRR11605054.5746,-12.695901,-10.875634,9
SRR11605054.5747,15.635278,1.6428403,12
SRR11605054.5748,13.801599,-12.972388,12
SRR11605054.5749,-16.247726,-1.6193763,5
SRR11605054.5750,-16.247726,-1.6193763,5
SRR11605054.5751,13.957615,-12.792612,12
SRR11605054.5752,18.15277,-7.3655787,12
SRR11605054.5753,-23.984608,5.951334,4
SRR11605054.5754,14.910232,18.740068,-1
SRR11605054.5755,-24.806555,3.7526817,4
SRR11605054.5756,-21.883242,-0.9655872,-1
SRR11605054.5757,-8.465113,-23.030594,6
SRR11605054.5758,6.1783037,20.70723,8
SRR11605054.5759,-19.012785,-22.214098,7
SRR11605054.5760,17.072767,1.9074773,12
SRR11605054.5761,-13.472411,28.551298,1
SRR11605054.5762,-2.87505,-6.5015874,3
SRR11605054.5763,-4.343391,-4.3913217,3
SRR11605054.5764,-16.507515,21.453964,1
SRR11605054.5765,-15.064985,22.220184,1
SRR11605054.5766,13.606636,-12.376247,12
SRR11605054.5767,-19.015238,-22.215157,7
SRR11605054.5768,17.696241,6.5489697,12
SRR11605054.5769,-9.765327,-1.9825348,3
SRR11605054.5770,17.93046,-4.923233,12
SRR11605054.5771,-4.3161235,-4.3892183,3
SRR11605054.5772,10.037482,1.6379681,-1
SRR11605054.5773,5.512332,-6.0576034,-1
SRR11605054.5774,6.395846,-6.170502,-1
SRR11605054.5775,13.961301,-12.764141,12
SRR11605054.5776,6.5288844,-6.1854,-1
SRR11605054.5777,17.637348,7.7600803,12
SRR11605054.5778,-1.8887877,-0.22545096,3
SRR11605054.5779,-21.842108,6.7511415,4
SRR11605054.5780,17.867182,7.865993,12
SRR11605054.5781,17.621431,12.044226,12
SRR11605054.5782,-4.482598,-16.492146,9
SRR11605054.5783,5.657981,-9.682034,-1
SRR11605054.5784,14.952243,8.259226,12
SRR11605054.5785,17.46677,4.4591765,12
SRR11605054.5786,13.618493,-12.384178,12
SRR11605054.5787,-14.190138,24.101572,1
SRR11605054.5788,-17.584427,24.501171,1
SRR11605054.5789,-15.233632,27.4127,1
SRR11605054.5790,-0.066197425,0.30649108,-1
SRR11605054.5791,-5.3743477,14.500274,0
SRR11605054.5792,17.693775,9.611485,12
SRR11605054.5793,13.608881,-12.376873,12
SRR11605054.5794,13.607064,-12.375194,12
SRR11605054.5795,24.001236,10.840222,10
SRR11605054.5796,-17.926584,-1.6616846,5
SRR11605054.5797,16.7546,9.075068,12
SRR11605054.5798,23.274797,15.646123,11
SRR11605054.5799,21.465746,15.474158,11
SRR11605054.5800,-17.213177,22.27712,1
SRR11605054.5801,-15.064985,22.220184,1
SRR11605054.5802,-18.103037,-25.579376,-1
SRR11605054.5803,-17.977306,-25.67973,-1
SRR11605054.5804,17.697044,-1.9345762,12
SRR11605054.5805,13.797348,-12.974215,12
SRR11605054.5806,-16.938461,-22.0245,7
SRR11605054.5807,13.791854,-12.980723,12
SRR11605054.5808,13.80412,-12.981774,12
SRR11605054.5809,-9.836932,-1.641007,3
SRR11605054.5810,13.794983,-12.979262,12
SRR11605054.5811,19.686506,-9.160233,12
SRR11605054.5812,13.801293,-12.981212,12
SRR11605054.5813,16.581766,7.424039,12
SRR11605054.5814,10.036215,1.6308289,-1
SRR11605054.5815,-12.259276,24.390644,1
SRR11605054.5816,-17.134506,25.601032,1
SRR11605054.5817,13.603001,-12.373494,12
SRR11605054.5818,13.606978,-12.375842,12
SRR11605054.5819,10.048521,1.6279625,-1
SRR11605054.5820,10.037482,1.6379681,-1
SRR11605054.5821,17.918,8.81543,12
SRR11605054.5822,20.363447,13.333628,-1
SRR11605054.5823,-4.482598,-16.492146,9
SRR11605054.5824,10.214112,-8.074094,-1
SRR11605054.5825,5.3307195,-4.3945303,-1
SRR11605054.5826,14.91023,18.740067,-1
SRR11605054.5827,-21.232487,6.5128245,4
SRR11605054.5828,-16.92071,-3.5565777,5
SRR11605054.5829,-7.765726,15.300515,0
SRR11605054.5830,-1.231636,-4.0303874,3
SRR11605054.5831,-17.687723,-17.992294,-1
SRR11605054.5832,13.606739,-12.376011,12
SRR11605054.5833,13.7953005,-12.975314,12
SRR11605054.5834,-4.4057283,-5.266575,3
SRR11605054.5835,13.608458,-12.376539,12
SRR11605054.5836,13.647634,7.79879,12
SRR11605054.5837,15.635226,1.6428703,12
SRR11605054.5838,-8.546217,-1.3390294,3
SRR11605054.5839,-9.104624,-1.2523776,3
SRR11605054.5840,16.57144,1.4752456,12
SRR11605054.5841,13.956773,-12.76021,12
SRR11605054.5842,-17.773338,23.182266,1
SRR11605054.5843,-16.938435,-22.024504,7
SRR11605054.5844,7.712982,-2.09216,-1
SRR11605054.5845,17.862556,-0.21395312,12
SRR11605054.5846,13.603173,-12.373385,12
SRR11605054.5847,-3.2479045,-2.1312032,3
SRR11605054.5848,-19.016422,-22.21628,7
SRR11605054.5849,18.736662,8.244694,12
SRR11605054.5850,13.000572,-11.153802,12
SRR11605054.5851,13.946069,-12.7707205,12
SRR11605054.5852,13.792784,-12.9804125,12
SRR11605054.5853,-8.170903,-10.284677,-1
SRR11605054.5854,5.4042773,19.280836,8
SRR11605054.5855,10.03748,1.6379704,-1
SRR11605054.5856,-19.87204,-19.06457,7
SRR11605054.5857,-7.765726,15.300515,0
SRR11605054.5858,5.3307195,-4.3945303,-1
SRR11605054.5859,5.33073,-4.394523,-1
SRR11605054.5860,-17.687723,-17.992294,-1
SRR11605054.5861,14.910232,18.740068,-1
SRR11605054.5862,-10.65479,-10.802419,9
SRR11605054.5863,-3.4732423,-6.587202,3
SRR11605054.5864,-24.806555,3.7526817,4
SRR11605054.5865,0.627992,-2.4969053,3
SRR11605054.5866,-24.691078,-11.388944,2
SRR11605054.5867,-5.4570575,-2.4431524,3
SRR11605054.5868,15.298417,-6.9318137,12
SRR11605054.5869,-20.14955,-19.050833,7
SRR11605054.5870,-1.8583177,-0.23370504,3
SRR11605054.5871,-4.4056196,-5.266535,3
SRR11605054.5872,-4.4056215,-5.266538,3
SRR11605054.5873,13.95697,-12.760351,12
SRR11605054.5874,-0.85654837,-15.1297035,-1
SRR11605054.5875,-8.465113,-23.030594,6
SRR11605054.5876,12.468231,5.846784,-1
SRR11605054.5877,17.862537,-0.21396276,12
SRR11605054.5878,-16.034006,23.223482,1
SRR11605054.5879,15.635278,1.6428403,12
SRR11605054.5880,13.964019,-12.777743,12
SRR11605054.5881,13.618093,-12.38448,12
SRR11605054.5882,5.792168,20.046766,8
SRR11605054.5883,-1.9187626,7.274129,-1
SRR11605054.5884,-26.80841,5.2921133,4
SRR11605054.5885,17.386461,8.880208,12
SRR11605054.5886,17.490944,5.4367127,12
SRR11605054.5887,3.2208338,4.986061,-1
SRR11605054.5888,10.037482,1.6379681,-1
SRR11605054.5889,17.04856,1.8592323,12
SRR11605054.5890,15.602752,1.6070307,12
SRR11605054.5891,-24.560755,3.5982509,4
SRR11605054.5892,-19.66305,-0.5637222,5
SRR11605054.5893,-16.725489,24.641603,1
SRR11605054.5894,-17.772387,23.18178,1
SRR11605054.5895,-12.046416,22.13084,1
SRR11605054.5896,-18.553198,-24.377935,7
SRR11605054.5897,12.783532,-12.506937,12
SRR11605054.5898,-4.971383,2.803107,-1
SRR11605054.5899,18.868397,17.353636,11
SRR11605054.5900,13.7996855,-4.0553927,-1
SRR11605054.5901,-7.7904916,15.330061,0
SRR11605054.5902,10.035167,1.6376232,-1
SRR11605054.5903,12.993271,-12.998403,12
SRR11605054.5904,-11.081973,-1.9921503,3
SRR11605054.5905,17.538694,6.2320213,12
SRR11605054.5906,-14.695588,29.16107,1
SRR11605054.5907,-16.37156,27.014513,1
SRR11605054.5908,-20.158451,7.4672093,-1
SRR11605054.5909,-23.743729,2.398372,4
SRR11605054.5910,8.453761,7.954378,-1
SRR11605054.5911,12.788932,-12.509738,12
SRR11605054.5912,17.930513,-4.947965,12
SRR11605054.5913,18.52401,8.83278,12
SRR11605054.5914,-17.30212,-22.116674,7
SRR11605054.5915,-19.467916,-21.656996,7
SRR11605054.5916,-4.707241,-13.552087,9
SRR11605054.5917,13.106167,-13.28441,12
SRR11605054.5918,18.106943,5.545273,12
SRR11605054.5919,4.5171165,-10.970833,-1
SRR11605054.5920,20.006739,-2.632031,12
SRR11605054.5921,-14.6150875,24.623486,1
SRR11605054.5922,-9.555566,14.8960705,0
SRR11605054.5923,6.539685,-6.1542363,-1
SRR11605054.5924,13.109451,-13.295662,12
SRR11605054.5925,17.671024,7.736075,12
SRR11605054.5926,-24.014528,-10.716554,2
SRR11605054.5927,-17.007826,-3.5301545,5
SRR11605054.5928,13.1130295,-13.30639,12
SRR11605054.5929,13.106637,-13.284475,12
SRR11605054.5930,-12.228077,23.80688,1
SRR11605054.5931,-0.1773393,-22.010134,-1
SRR11605054.5932,-11.996755,22.733608,1
SRR11605054.5933,-8.58594,-23.151474,6
SRR11605054.5934,-23.425888,5.3321757,4
SRR11605054.5935,6.1579924,20.730404,8
SRR11605054.5936,13.607658,-21.308977,-1
SRR11605054.5937,18.79334,1.9454174,12
SRR11605054.5938,-5.4917984,-14.1492605,9
SRR11605054.5939,9.563084,20.911654,8
SRR11605054.5940,9.563089,20.911665,8
SRR11605054.5941,-15.650939,-21.33477,7
SRR11605054.5942,-22.66425,-10.984187,2
SRR11605054.5943,12.788962,-12.510495,12
SRR11605054.5944,-11.952676,29.673561,1
SRR11605054.5945,-26.71877,4.701474,4
SRR11605054.5946,13.111159,-13.298739,12
SRR11605054.5947,-6.9183035,3.119153,-1
SRR11605054.5948,-23.725992,-8.189836,2
SRR11605054.5949,-11.305374,25.953617,1
SRR11605054.5950,5.47602,19.421253,8
SRR11605054.5951,10.024188,-8.296236,-1
SRR11605054.5952,13.110066,-13.297066,12
SRR11605054.5953,-10.373858,-10.196383,9
SRR11605054.5954,-13.13254,23.954966,1
SRR11605054.5955,17.965626,8.804984,12
SRR11605054.5956,18.162493,7.476142,12
SRR11605054.5957,13.109183,-13.294594,12
SRR11605054.5958,14.909505,3.4853587,12
SRR11605054.5959,4.3616686,2.39516,-1
SRR11605054.5960,-24.560823,3.5982327,4
SRR11605054.5961,17.172129,3.1551726,12
SRR11605054.5962,-10.850152,-1.3967831,3
SRR11605054.5963,-8.558277,-1.3210115,3
SRR11605054.5964,12.788805,-12.51199,12
SRR11605054.5965,13.109608,-13.295278,12
SRR11605054.5966,-8.298881,-14.054176,9
SRR11605054.5967,-10.985813,-23.591473,6
SRR11605054.5968,12.992587,-12.993136,12
SRR11605054.5969,13.109664,-13.292277,12
SRR11605054.5970,17.24469,9.839356,12
SRR11605054.5971,17.244677,9.8393545,12
SRR11605054.5972,12.993478,-12.994396,12
SRR11605054.5973,7.592629,9.299225,-1
SRR11605054.5974,-10.89374,22.324768,1
SRR11605054.5975,-11.554924,26.9609,1
SRR11605054.5976,-24.560959,3.5982797,4
SRR11605054.5977,-24.561476,3.5987728,4
SRR11605054.5978,-0.3729765,-17.07192,-1
SRR11605054.5979,12.066158,9.288484,-1
SRR11605054.5980,12.7865305,-12.510202,12
SRR11605054.5981,12.778436,-12.500475,12
SRR11605054.5982,-10.665479,-10.809303,9
SRR11605054.5983,18.754482,7.959142,12
SRR11605054.5984,18.754524,7.9591765,12
SRR11605054.5985,22.66538,10.947957,-1
SRR11605054.5986,12.788914,-12.508027,12
SRR11605054.5987,-8.254845,-13.59706,9
SRR11605054.5988,-7.3303623,-13.391488,9
SRR11605054.5989,-4.470657,-16.500881,9
SRR11605054.5990,-8.344072,-10.337614,9
SRR11605054.5991,5.0333033,19.925268,8
SRR11605054.5992,4.8875947,19.984688,8
SRR11605054.5993,13.10901,-13.291614,12
SRR11605054.5994,23.109617,10.547043,10
SRR11605054.5995,-23.425909,5.3322277,4
SRR11605054.5996,15.602834,1.6070473,12
SRR11605054.5997,12.046231,-10.902123,12
SRR11605054.5998,-5.4984155,-5.7740517,3
SRR11605054.5999,-5.4984155,-5.7740517,3
SRR11605054.6000,12.752322,-11.135902,12
SRR11605054.6001,-15.629145,25.028887,1
SRR11605054.6002,-14.198555,24.061937,1
SRR11605054.6003,10.035594,1.6386298,-1
SRR11605054.6004,-4.470657,-16.500881,9
SRR11605054.6005,-3.4763904,-6.585931,3
SRR11605054.6006,-17.99813,-1.6091523,5
SRR11605054.6007,-9.124899,15.38287,0
SRR11605054.6008,-13.471142,26.753658,1
SRR11605054.6009,18.792784,18.945045,11
SRR11605054.6010,17.93049,-4.947945,12
SRR11605054.6011,-25.5878,5.5518136,4
SRR11605054.6012,12.787749,-12.512025,12
SRR11605054.6013,-14.611579,28.219587,1
SRR11605054.6014,-2.2377257,-5.760266,3
SRR11605054.6015,1.4226625,-14.982116,-1
SRR11605054.6016,-1.039536,-8.892869,-1
SRR11605054.6017,-17.99813,-1.6091523,5
SRR11605054.6018,-0.20293078,-21.811386,-1
SRR11605054.6019,17.746216,7.7010074,12
SRR11605054.6020,-8.351943,-10.355391,9
SRR11605054.6021,16.054842,9.11073,12
SRR11605054.6022,17.641665,6.8454437,12
SRR11605054.6023,9.471135,20.988094,8
SRR11605054.6024,17.294262,8.801616,12
SRR11605054.6025,11.659571,14.631951,-1
SRR11605054.6026,13.109942,-8.74286,-1
SRR11605054.6027,13.107491,-13.290874,12
SRR11605054.6028,12.786207,-12.510508,12
SRR11605054.6029,13.107215,-13.289949,12
SRR11605054.6030,12.790106,-12.513835,12
SRR11605054.6031,-6.82686,-14.881511,9
SRR11605054.6032,26.510359,7.154504,10
SRR11605054.6033,-20.588232,-11.252409,2
SRR11605054.6034,12.9953985,-13.000863,12
SRR11605054.6035,-7.4755015,-14.970306,9
SRR11605054.6036,-23.009558,4.561093,4
SRR11605054.6037,-18.929613,-23.65247,7
SRR11605054.6038,25.040697,7.0591574,10
SRR11605054.6039,12.788968,-12.511516,12
SRR11605054.6040,17.808352,-0.32249054,12
SRR11605054.6041,-12.166486,25.08917,1
SRR11605054.6042,17.930443,-4.9480033,12
SRR11605054.6043,17.930471,-4.9479566,12
SRR11605054.6044,12.788944,-12.511928,12
SRR11605054.6045,-8.558277,-1.3210115,3
SRR11605054.6046,15.602865,1.6069777,12
SRR11605054.6047,-10.665479,-10.809303,9
SRR11605054.6048,-8.58594,-23.151474,6
SRR11605054.6049,-10.119581,-10.215783,9
SRR11605054.6050,-9.429059,-9.652702,-1
SRR11605054.6051,-24.562296,3.5990617,4
SRR11605054.6052,-24.561476,3.5987728,4
SRR11605054.6053,15.368141,9.395023,12
SRR11605054.6054,-19.927847,-0.36556244,5
SRR11605054.6055,-20.041838,-1.7451842,5
SRR11605054.6056,-11.920031,28.081362,1
SRR11605054.6057,-7.6228395,26.158695,-1
SRR11605054.6058,17.205803,18.278343,11
SRR11605054.6059,-11.062866,29.884111,1
SRR11605054.6060,12.5037565,5.7839227,-1
SRR11605054.6061,12.785762,-12.509022,12
SRR11605054.6062,5.5221186,-1.3549398,-1
SRR11605054.6063,-2.4017563,-2.986593,3
SRR11605054.6064,15.164934,-6.9760237,12
SRR11605054.6065,-13.316447,28.88957,1
SRR11605054.6066,1.5408467,0.6209135,-1
SRR11605054.6067,12.786055,-12.509673,12
SRR11605054.6068,-26.232166,3.6210506,4
SRR11605054.6069,12.777835,-12.498667,12
SRR11605054.6070,18.770779,8.237073,12
SRR11605054.6071,12.789869,-12.514342,12
SRR11605054.6072,-0.1773393,-22.010134,-1
SRR11605054.6073,12.788092,-12.511607,12
SRR11605054.6074,-7.46995,26.965668,-1
SRR11605054.6075,-0.17731658,-22.010178,-1
SRR11605054.6076,-24.561481,3.598775,4
SRR11605054.6077,-1.0871645,-3.2208598,3
SRR11605054.6078,-24.453978,5.4990892,4
SRR11605054.6079,24.687897,9.34911,10
SRR11605054.6080,5.3269258,-4.392675,-1
SRR11605054.6081,-9.5555725,14.896091,0
SRR11605054.6082,-0.1646739,-4.341203,-1
SRR11605054.6083,-0.44554785,-3.2716815,3
SRR11605054.6084,1.7178848,-4.726586,-1
SRR11605054.6085,12.787982,-12.5096655,12
SRR11605054.6086,-7.735157,-13.567171,9
SRR11605054.6087,16.61606,17.78231,11
SRR11605054.6088,12.990778,-12.990301,12
SRR11605054.6089,-12.243066,27.376966,1
SRR11605054.6090,11.659599,14.631913,-1
SRR11605054.6091,-17.45827,22.9846,1
SRR11605054.6092,-13.254418,28.107246,1
SRR11605054.6093,-23.32011,-11.368074,2
SRR11605054.6094,15.597324,18.843193,11
SRR11605054.6095,-10.806837,-1.6422212,3
SRR11605054.6096,-5.2712774,-12.167244,9
SRR11605054.6097,13.110486,-13.297319,12
SRR11605054.6098,4.7346334,-11.084713,-1
SRR11605054.6099,12.791207,-12.513843,12
SRR11605054.6100,19.102837,1.1868554,12
SRR11605054.6101,12.99332,-12.996796,12
SRR11605054.6102,17.670958,7.7360516,12
SRR11605054.6103,6.1579995,20.730402,8
SRR11605054.6104,-24.05261,-10.434948,2
SRR11605054.6105,-2.7085125,-0.6214086,3
SRR11605054.6106,13.105199,-13.281712,12
SRR11605054.6107,-0.99229664,-3.110695,3
SRR11605054.6108,-1.8657892,-0.22923945,3
SRR11605054.6109,12.994687,-12.999747,12
SRR11605054.6110,-23.19096,-9.894307,2
SRR11605054.6111,-24.997774,-7.868423,2
SRR11605054.6112,-24.05261,-10.434948,2
SRR11605054.6113,18.162493,7.476142,12
SRR11605054.6114,18.162493,7.476142,12
SRR11605054.6115,10.946194,-3.0051982,-1
SRR11605054.6116,-8.351942,-10.355415,9
SRR11605054.6117,12.787915,-12.510021,12
SRR11605054.6118,-10.951684,-1.1813021,3
SRR11605054.6119,-7.4475703,-1.408644,3
SRR11605054.6120,-15.272914,27.368898,1
SRR11605054.6121,10.034634,1.6372509,-1
SRR11605054.6122,23.98628,10.561453,10
SRR11605054.6123,4.2984033,5.008383,-1
SRR11605054.6124,21.611332,16.60313,11
SRR11605054.6125,7.7115126,-2.09417,-1
SRR11605054.6126,-12.626364,12.48061,-1
SRR11605054.6127,-20.261694,0.09907954,-1
SRR11605054.6128,12.787893,-12.511902,12
SRR11605054.6129,12.787538,-12.511378,12
SRR11605054.6130,-19.467916,-21.656996,7
SRR11605054.6131,10.035167,1.6376232,-1
SRR11605054.6132,-24.316319,-10.878697,2
SRR11605054.6133,-18.34381,-2.6816971,5
SRR11605054.6134,2.0431266,-14.070802,-1
SRR11605054.6135,-10.038126,-3.1971025,3
SRR11605054.6136,15.60254,1.6070552,12
SRR11605054.6137,18.770779,8.237073,12
SRR11605054.6138,12.791219,-12.514865,12
SRR11605054.6139,-8.58594,-23.151474,6
SRR11605054.6140,7.592629,9.299225,-1
SRR11605054.6141,-23.817741,-11.62877,2
SRR11605054.6142,-7.6994495,28.232824,-1
SRR11605054.6143,-15.087124,24.293142,1
SRR11605054.6144,9.639351,14.319896,-1
SRR11605054.6145,12.19806,-13.479729,12
SRR11605054.6146,-16.902065,-17.968279,-1
SRR11605054.6147,18.804895,7.876676,12
SRR11605054.6148,18.804895,7.876676,12
SRR11605054.6149,11.078903,7.3801093,-1
SRR11605054.6150,-0.97777116,-10.333908,-1
SRR11605054.6151,18.165829,7.063863,12
SRR11605054.6152,-13.064531,21.521574,1
SRR11605054.6153,12.452455,-13.877093,12
SRR11605054.6154,12.1783495,-13.429242,12
SRR11605054.6155,19.912388,-1.3429816,12
SRR11605054.6156,12.444076,-13.863884,12
SRR11605054.6157,12.180672,-13.435125,12
SRR11605054.6158,19.446835,6.533307,12
SRR11605054.6159,-5.0113783,-8.165282,-1
SRR11605054.6160,11.935702,-13.009847,12
SRR11605054.6161,11.939445,-13.016848,12
SRR11605054.6162,-4.492012,-16.490555,9
SRR11605054.6163,12.44672,-13.870197,12
SRR11605054.6164,20.869099,-1.9862723,12
SRR11605054.6165,20.86898,-1.9861009,12
SRR11605054.6166,24.007614,10.846582,10
SRR11605054.6167,-8.413727,14.678894,0
SRR11605054.6168,11.936985,-13.0128,12
SRR11605054.6169,12.003765,-13.1141205,12
SRR11605054.6170,-17.459648,-2.5898147,5
SRR11605054.6171,7.5477724,9.290143,-1
SRR11605054.6172,-9.313313,-9.955095,9
SRR11605054.6173,-3.5501637,-6.5577297,3
SRR11605054.6174,-1.0053233,-3.1105773,3
SRR11605054.6175,12.446732,-13.870254,12
SRR11605054.6176,-12.982311,26.805897,1
SRR11605054.6177,4.6626697,5.355062,-1
SRR11605054.6178,-19.617191,-21.46118,7
SRR11605054.6179,16.109776,13.419898,-1
SRR11605054.6180,12.183502,-13.436836,12
SRR11605054.6181,-11.965338,29.66075,1
SRR11605054.6182,13.082532,-8.793889,-1
SRR11605054.6183,13.082562,-8.793992,-1
SRR11605054.6184,-10.490314,-11.410796,9
SRR11605054.6185,10.932839,-3.153297,-1
SRR11605054.6186,-5.8169074,-6.2495604,3
SRR11605054.6187,10.031119,1.6247449,-1
SRR11605054.6188,-6.68702,26.109634,-1
SRR11605054.6189,17.262455,13.630786,-1
SRR11605054.6190,10.033014,1.6368113,-1
SRR11605054.6191,-18.062286,-1.662421,5
SRR11605054.6192,-9.750861,14.735765,0
SRR11605054.6193,-12.159099,23.11759,1
SRR11605054.6194,18.774372,8.846333,12
SRR11605054.6195,19.2673,-5.239691,12
SRR11605054.6196,-23.77351,3.1320786,4
SRR11605054.6197,11.937701,-13.014137,12
SRR11605054.6198,17.279568,-5.834268,12
SRR11605054.6199,-23.011515,-11.134396,2
SRR11605054.6200,-4.0635514,-13.295145,9
SRR11605054.6201,-23.394484,5.2784257,4
SRR11605054.6202,20.102327,-2.7982347,12
SRR11605054.6203,15.57197,1.5000304,12
SRR11605054.6204,-8.787632,-23.205208,6
SRR11605054.6205,-25.399755,2.537755,4
SRR11605054.6206,14.630514,17.4268,-1
SRR11605054.6207,12.447029,-13.87074,12
SRR11605054.6208,12.742888,2.8256779,-1
SRR11605054.6209,5.3238187,3.273255,-1
SRR11605054.6210,-20.143148,-19.067411,7
SRR11605054.6211,8.191449,-10.55725,-1
SRR11605054.6212,18.090857,-7.550516,12
SRR11605054.6213,18.090664,-7.5497622,12
SRR11605054.6214,11.655534,14.620384,-1
SRR11605054.6215,3.995048,1.7756953,-1
SRR11605054.6216,11.939829,-13.017956,12
SRR11605054.6217,14.720663,18.78841,-1
SRR11605054.6218,-1.8377539,-0.6829644,3
SRR11605054.6219,4.114649,1.9435474,-1
SRR11605054.6220,12.411834,-13.815353,12
SRR11605054.6221,13.8205185,-7.9026723,-1
SRR11605054.6222,18.378145,-6.243322,12
SRR11605054.6223,15.571899,1.5000159,12
SRR11605054.6224,-26.278343,5.420079,4
SRR11605054.6225,-16.11095,-2.0168881,5
SRR11605054.6226,-9.89928,-2.4658444,3
SRR11605054.6227,-19.617191,-21.46118,7
SRR11605054.6228,18.0362,8.726508,12
SRR11605054.6229,-7.1964393,-4.363275,3
SRR11605054.6230,12.180615,-13.43134,12
SRR11605054.6231,17.237776,9.764542,12
SRR11605054.6232,17.696676,3.6053421,12
SRR11605054.6233,-20.229277,-0.18014066,5
SRR11605054.6234,-19.759562,-17.982811,-1
SRR11605054.6235,-6.5693164,-3.9507432,3
SRR11605054.6236,-0.76671505,0.0111888,3
SRR11605054.6237,6.1202235,20.769764,8
SRR11605054.6238,-12.433982,-12.409373,9
SRR11605054.6239,17.765203,-0.59030104,12
SRR11605054.6240,-17.677769,-17.997782,-1
SRR11605054.6241,17.608215,9.660167,12
SRR11605054.6242,-3.0275993,14.9169655,-1
SRR11605054.6243,15.00267,-7.0883284,12
SRR11605054.6244,19.682783,-9.278578,12
SRR11605054.6245,11.940667,-13.019487,12
SRR11605054.6246,12.410055,-13.816321,12
SRR11605054.6247,-17.093052,-17.962582,-1
SRR11605054.6248,9.906967,-9.390439,-1
SRR11605054.6249,17.938955,-4.6111155,12
SRR11605054.6250,-10.628611,23.686245,1
SRR11605054.6251,-10.052298,19.59925,-1
SRR11605054.6252,-8.157563,-10.315186,-1
SRR11605054.6253,-8.3484125,-10.340361,9
SRR11605054.6254,11.937866,-13.014012,12
SRR11605054.6255,-16.280283,-1.6047305,5
SRR11605054.6256,11.941873,-13.02158,12
SRR11605054.6257,-24.917595,5.87979,4
SRR11605054.6258,-25.555435,5.566907,4
SRR11605054.6259,3.4908204,13.89486,-1
SRR11605054.6260,11.940712,-13.019407,12
SRR11605054.6261,12.18574,-13.441086,12
SRR11605054.6262,10.87528,-2.980779,-1
SRR11605054.6263,21.636957,16.58532,11
SRR11605054.6264,21.494507,15.486428,11
